sample_id,E_T,S,O,ln_D
s417,8.941667701263434,0.0,0.4627831715210356,-15.461295711447137
s418,6.695075616501306,0.39759036144578314,0.0,-13.608991810905726
s419,9.400885827376655,0.5050505050505051,0.0,-15.764015530913088
s420,8.56267655357616,0.2236842105263158,0.33771929824561403,-15.726853939781085
s421,8.185941305386338,0.0,0.5636363636363636,-16.120005107931085
s422,8.964835207883675,0.0,0.31496062992125984,-16.094045344775683
s423,8.302673349254253,0.3888888888888889,0.0,-15.19895534547688
s424,9.814316355347884,0.2074688796680498,0.36929460580912865,-16.321643099375063
s425,7.885793734445041,0.37383177570093457,0.0,-14.445660568326458
s426,8.48100445738979,0.0,0.3320754716981132,-15.922077117367534
s427,7.795226665384871,0.0,0.5951417004048583,-16.52858363203112
s428,8.398797377583982,0.0,0.5145631067961165,-16.762439519471602
s429,7.1861389277472085,0.0,0.3483606557377049,-15.397882321615278
s430,6.833960646636928,0.5874587458745875,0.0,-12.861679513625122
s431,7.390457516217788,0.4026548672566372,0.0,-14.53473211914181
s432,7.999776892933866,0.0,0.41025641025641024,-16.367333318624784
s433,5.862579461554933,0.4729241877256318,0.0,-12.62474385020636
s434,8.680187023727038,0.0,0.35911602209944754,-15.712908106564743
s435,7.693979014707818,0.16853932584269662,0.2696629213483146,-15.120444901777692
s436,8.44638016337182,0.0,0.5391304347826087,-16.85711603759757
s437,6.191980467582499,0.41626794258373206,0.0,-14.024577644973627
s438,7.169823420919183,0.34297520661157027,0.0,-13.732120498510183
s439,8.135966616832388,0.5652173913043478,0.0,-14.601727322662068
s440,8.56895425825106,0.3446327683615819,0.0,-15.174823956292848
s441,5.380576461324928,0.3333333333333333,0.0,-12.178123940699006
s442,7.5785565571707725,0.46236559139784944,0.0,-13.513364342274873
s443,8.319986488357083,0.0,0.37438423645320196,-16.19423709573005
s444,9.234524663484683,0.0,0.4305555555555556,-16.76731171959576
s445,6.336929161014193,0.3925233644859813,0.0,-14.017705466790309
s446,8.404289319354383,0.5665236051502146,0.0,-14.645847612115329
s447,7.540405188935314,0.4978540772532189,0.0,-14.914353587340358
s448,9.51771592331136,0.0,0.3492063492063492,-16.650923450444992
s449,9.462405588097198,0.0,0.4691358024691358,-16.67139557466283
s450,8.153041674506058,0.5263157894736842,0.02631578947368421,-14.812105482189734
s451,9.329126622336883,0.0,0.32669322709163345,-16.31743950609136
s452,9.129486362202154,0.5402298850574713,0.0,-14.432999719123176
s453,7.295585150786962,0.022988505747126436,0.5938697318007663,-16.120129134909604
s454,6.858125579919541,0.35294117647058826,0.0,-14.138495812422846
s455,7.63014561251715,0.3953488372093023,0.0,-15.070496283722601
s456,6.870587408604186,0.4880546075085324,0.0,-13.221570770169883
s457,8.70930330760137,0.16091954022988506,0.26436781609195403,-16.076941717666298
s458,9.432110957558056,0.0,0.41708542713567837,-17.064028865789197
s459,8.432831779525623,0.5850622406639004,0.0,-14.47080446629908
s460,9.814185151987173,0.0,0.3463414634146341,-16.907062843132522
s461,10.586220950713237,0.03208556149732621,0.42780748663101603,-17.720513140138824
s462,7.495723317588676,0.6179775280898876,0.0,-14.132232360435024
s463,7.609833785681915,0.36923076923076925,0.11794871794871795,-15.354207614457918
s464,7.8907853501040455,0.4700854700854701,0.0,-14.58200954714616
s465,8.101716901858527,0.0,0.39574468085106385,-16.38994424372458
s466,8.50395790105017,0.0,0.3333333333333333,-16.234860483405697
s467,8.77687210592895,0.36929460580912865,0.11618257261410789,-15.074370916844487
s468,8.296251474093141,0.0,0.40969162995594716,-15.379921130235381
s469,8.135421989210137,0.0,0.5373831775700935,-16.88831688844773
s470,5.618320881130678,0.34210526315789475,0.0,-12.469059364951253
s471,8.569573447482325,0.3615023474178404,0.17370892018779344,-15.604708333985707
s472,6.072046890032473,0.38620689655172413,0.0,-12.587198157999234
s473,7.830447389920017,0.4594594594594595,0.09009009009009009,-15.74141284760104
s474,7.469243490056481,0.5584905660377358,0.0,-14.195033486290571
s475,8.318149001458778,0.0,0.28095238095238095,-15.206459644103566
s476,6.22292265589393,0.0,0.3824561403508772,-13.642112910085508
s477,8.21719896144907,0.0,0.44751381215469616,-16.22440908019061
s478,7.878548338253153,0.5271966527196653,0.0,-14.506589757247223
s479,8.471117653727315,0.0,0.6313868613138686,-16.61904461415436
s480,8.78893193346355,0.40487804878048783,0.0,-14.92790201790967
s481,7.201552827553867,0.291866028708134,0.07655502392344497,-14.205222050490592
s482,9.025684771327004,0.0,0.504950495049505,-16.707107387676363
s483,7.451959091409009,0.0,0.5231316725978647,-15.906854784202357
s484,7.406391163480201,0.5,0.0,-13.634144993741474
s485,8.642506290346587,0.0,0.5169082125603864,-16.53312124543369
s486,7.287383935444625,0.4942528735632184,0.0,-13.699166910948247
s487,6.549497435575381,0.3925233644859813,0.0,-14.168601206888912
s488,8.939559772053034,0.14457831325301204,0.357429718875502,-15.6771536474037
s489,8.089270018649804,0.5551181102362205,0.0,-14.06303277722796
s490,6.103634610389383,0.0,0.2676056338028169,-13.595703233311445
s491,6.4284596943592,0.5627705627705628,0.0,-14.455743679695235
s492,6.775298853558021,0.5738831615120275,0.0,-12.780354030656657
s493,7.161099660211799,0.4051724137931034,0.0,-13.82187883962455
s494,7.641040789468175,0.043689320388349516,0.470873786407767,-15.386510671063727
s495,6.021639983361159,0.3755274261603376,0.0,-13.001751003056436
s496,7.479629559152682,0.4649122807017544,0.0,-14.066710797546767
s497,9.12100858724063,0.0,0.5,-16.563492489540717
s498,5.870774786302587,0.32567049808429116,0.0,-12.8931122552177
s499,9.939336331759584,0.0,0.3701657458563536,-17.034915816349145
s500,6.220668732584718,0.3619402985074627,0.0,-12.890980347006165
